x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,
0.8872788548,0.8845211864,0.0000003969,0.8088800907,0.8657153845,-0.0265777167,0.7402653694,0.7929192781,-0.031975165,0.6964842677,0.7261857986,-0.0353312828,0.6568200588,0.6851041913,-0.0371349417,0.7818673253,0.6561797857,0.0006637693,0.7478387356,0.5721520185,-0.0075449739,0.7299551964,0.5225037932,-0.0182483047,0.7166098952,0.4780961275,-0.0275360253,0.8296679258,0.6328998208,0.0002731784,0.8160938621,0.5294685364,-0.002404022,0.8104997873,0.4675986171,-0.010561524,0.8069680929,0.4200504422,-0.0180685055,0.8749448657,0.6347347498,-0.0060010245,0.8724768758,0.5418915153,-0.0149316154,0.8715847135,0.4878785014,-0.0225773361,0.869155407,0.4413050413,-0.0288612731,0.9182022214,0.6534375548,-0.0156548321,0.9277841449,0.5834678411,-0.0253694914,0.9342269897,0.5404341221,-0.0284540001,0.9391390085,0.4974491894,-0.0310263578,open hand
0.6828641891,0.8037052155,0.0000003631,0.6110339761,0.803129971,-0.0205620155,0.5447106957,0.7557663918,-0.0260295868,0.504681468,0.7034366727,-0.030562669,0.4675817192,0.6721323133,-0.034329433,0.5633347034,0.6117475629,-0.0000079612,0.5291358232,0.5382410884,-0.0091280816,0.5112683177,0.4952853322,-0.0203715023,0.4969512224,0.4579432011,-0.0298279636,0.6023997664,0.5799594522,-0.0035716915,0.5830952525,0.4834762812,-0.0079387147,0.5750051737,0.4258071184,-0.0165427756,0.5711116791,0.3826813698,-0.0242614243,0.6420538425,0.5724759102,-0.0121699842,0.6342101693,0.4817777276,-0.0216740258,0.6302054524,0.4285361171,-0.0300367773,0.6261382699,0.3830341697,-0.0369921811,0.6825464368,0.5823471546,-0.0235631149,0.6862322092,0.5112099051,-0.0338952653,0.6879110336,0.4657720327,-0.038064748,0.6875450611,0.4223791957,-0.0414721891,open hand
0.6551856995,0.593051672,0.0000002893,0.6210567951,0.6633041501,-0.0255194809,0.5632883906,0.719745934,-0.0331638381,0.5187271833,0.7621117234,-0.0386831798,0.4875046313,0.79706949,-0.0422655903,0.4830751717,0.637771666,-0.003353172,0.4241743982,0.6557167172,-0.0126785887,0.3891183734,0.6664387584,-0.0233320966,0.3588773012,0.6732262373,-0.0312823281,0.4796508849,0.5848066211,-0.0007898661,0.4186016619,0.5809707642,-0.0004881551,0.3827874064,0.5780572891,-0.0024500876,0.3547959328,0.5773977041,-0.005004683,0.491291821,0.536364615,-0.0037658582,0.438795954,0.5227615833,-0.0060706344,0.4090573192,0.5154008865,-0.0062022083,0.3833494782,0.5122001171,-0.0072625484,0.5129817128,0.4942195415,-0.0106850881,0.4758289158,0.4705114365,-0.0135835791,0.455052048,0.4571705163,-0.0118164346,0.4359447956,0.4444833994,-0.0103283376,open hand
0.7731220126,0.4042024612,0.0000002331,0.7197922468,0.4287041724,-0.0110359555,0.6578367949,0.4254385829,-0.0112866377,0.6168566346,0.4190580249,-0.0114819286,0.5900981426,0.415358454,-0.0108184014,0.6454235315,0.3025375307,0.006412297,0.6079880595,0.2677800655,0.0030912035,0.5884572864,0.246676892,-0.0025762774,0.5737400055,0.2278136611,-0.0075538307,0.6673901677,0.2634294331,0.0032456659,0.6358656883,0.2053020597,0.004378235,0.6197270751,0.1688222885,0.0025790788,0.6093810797,0.141629979,0.0004007687,0.6957941651,0.2396309078,-0.0038964511,0.6751785874,0.1794211268,-0.0085156299,0.6656476855,0.1440553963,-0.0125193615,0.6571104527,0.1151082814,-0.0154709397,0.7276467681,0.2292484045,-0.0129470034,0.7225565314,0.1748272181,-0.0209152307,0.7182179689,0.1405737251,-0.0245299488,0.7132031918,0.1096519977,-0.026519414,open hand
0.3540334105,0.4020404518,0.0000001658,0.3260276318,0.4446008205,0.000548323,0.2990218699,0.4756897688,0.0044659204,0.280933708,0.5002278686,0.0048083165,0.2657425702,0.5195190907,0.0050172266,0.2697871327,0.4051281214,0.0371919461,0.2486907095,0.4057449102,0.0485166721,0.2391155958,0.4047642946,0.050669793,0.2311427891,0.4012517333,0.0508680269,0.2728693187,0.3678214848,0.033812698,0.2520868182,0.3542946577,0.049326662,0.2419851273,0.3456200659,0.0515796803,0.2372771502,0.3375754654,0.0515493266,0.2812065482,0.3365362585,0.0271050949,0.265923202,0.3123831749,0.0365607217,0.2595073879,0.3001933992,0.0386579372,0.257066071,0.2911297977,0.0391091965,0.2956351042,0.3118709624,0.0190329123,0.2862258554,0.282566309,0.0251779426,0.2816211581,0.2681735158,0.0292997528,0.2788657546,0.2574574649,0.0323189199,open hand
0.6153155565,0.633518219,0.0000002397,0.5719405413,0.6693809032,-0.0150285587,0.5201308131,0.683390677,-0.0213555228,0.4828489125,0.692114532,-0.0283107627,0.451974988,0.7022954226,-0.034748029,0.4825140238,0.5758954287,0.0038283477,0.4423379302,0.5604752898,-0.0013893608,0.4183941185,0.5477825403,-0.0082750944,0.4009132087,0.5359851718,-0.0136486962,0.4955953658,0.5318658352,0.0004747656,0.4547693133,0.490893364,0.0020040295,0.4317737818,0.4651192725,0.0018447904,0.415754348,0.4458556175,0.0011286123,0.5179498792,0.4991534948,-0.0074042268,0.4856815636,0.4508108795,-0.0111008072,0.4692427516,0.4223478138,-0.0114095537,0.4552061558,0.4007333815,-0.0116242142,0.5458622575,0.4789100587,-0.0180535726,0.5272108316,0.4330457747,-0.0232067779,0.5163039565,0.4064575732,-0.0225474183,0.5064437985,0.3857027888,-0.0213856567,open hand
0.9035285711,0.7420892119,0.000000247,0.8351333737,0.7404544353,-0.0166209321,0.7655419707,0.7077673674,-0.0186544508,0.7153455019,0.6763460636,-0.0205555875,0.6779779792,0.6590980291,-0.0209938027,0.7795222402,0.5778250098,0.01183856,0.7391204238,0.523429811,0.0063517313,0.7176716328,0.4933949113,-0.0026966594,0.7002868652,0.4670598507,-0.0101416335,0.8150051832,0.5445462465,0.0096014673,0.7883605361,0.4699636102,0.0106340032,0.774513185,0.4265352488,0.006936776,0.7641903162,0.3969866633,0.0034608082,0.8540013433,0.5311774611,0.0019507643,0.8407408595,0.4601922035,-0.0024047131,0.8336910605,0.419378072,-0.0053663999,0.8259205818,0.3879187703,-0.0075842971,0.8943075538,0.5341597795,-0.0085724173,0.8922404647,0.4774517417,-0.0137116425,0.8899060488,0.4453262091,-0.0136680705,0.8867915869,0.4170154929,-0.013308025,open hand
0.9473450184,0.9253470898,0.0000003638,0.8685852289,0.9177078605,-0.0215434134,0.7928270102,0.8637286425,-0.0266466551,0.7423139215,0.81411165,-0.0305297617,0.7003386617,0.7899226546,-0.0333242863,0.8201286793,0.7200749516,-0.0006685703,0.7765299082,0.6431506872,-0.0093331467,0.7532217503,0.5964727402,-0.0197693892,0.7359736562,0.555698514,-0.0289318953,0.8644582033,0.6871109605,-0.0042826836,0.8368575573,0.5896004438,-0.008550494,0.8220652342,0.5292608738,-0.0178636182,0.8114045858,0.4812645614,-0.0263661332,0.9102631211,0.678425014,-0.012827401,0.898768723,0.5860543251,-0.0234445836,0.8933462501,0.5293557644,-0.033258833,0.8870461583,0.4812797606,-0.0412172675,0.9560515285,0.6889145374,-0.0239644591,0.9612951875,0.6166608334,-0.0355579145,0.9650551081,0.5706112385,-0.0400845297,0.9669184089,0.5271538496,-0.0437358506,open hand
0.8283064961,0.9293684959,0.0000005068,0.8301754594,0.8059377074,0.0520629212,0.7991924882,0.7182079554,0.0681884736,0.7478308082,0.6756639481,0.0722215027,0.706479907,0.6757891178,0.0758157298,0.7741601467,0.635223031,0.0332090296,0.7387963533,0.5261029005,0.0260005724,0.7254767418,0.4515967965,0.0185568109,0.717769444,0.3944191933,0.0135025401,0.7373103499,0.6588044763,0.0061647259,0.6624177694,0.558924973,-0.0028392461,0.6229884624,0.490460217,-0.0107137617,0.598662734,0.4432038069,-0.0175986383,0.7024092078,0.7037858367,-0.0145095959,0.6279182434,0.6482637525,-0.0047819577,0.644741714,0.6841416955,0.0183927231,0.6654448509,0.7081488371,0.0336481519,0.6781771779,0.7591005564,-0.0328340679,0.6244096756,0.722021699,-0.0141676804,0.6429046392,0.7496549487,0.0122792358,0.6660352945,0.7671642303,0.0322138332,peace sign
0.6461904645,0.8762270212,0.00000069,0.645568192,0.7488905191,0.024372546,0.5982004404,0.6604210138,0.0320570022,0.5417298079,0.6340523362,0.0337549895,0.4949953854,0.6412121654,0.0343904868,0.56965518,0.5912110806,0.014806618,0.5333768725,0.4832380414,0.0158948209,0.5156515837,0.4200841486,0.0164577384,0.5031208396,0.3707832992,0.0175691769,0.5180139542,0.6224648952,0.0019080051,0.4552883506,0.5338648558,0.0076087066,0.4181938469,0.4808704853,0.0093448507,0.3924360871,0.4426753521,0.0091070561,0.478529036,0.6747908592,-0.0074432893,0.4293063283,0.6221898198,0.0021906607,0.4437428713,0.6457341313,0.0090740528,0.4637670517,0.6759292483,0.0133320047,0.4539194703,0.7342708111,-0.015279145,0.4349998236,0.7058029771,-0.0031422901,0.4532112777,0.7235719562,0.0093245003,0.4736830592,0.7433182001,0.0196594372,peace sign
0.4080930352,0.9444205761,0.0000007106,0.4252570868,0.8201825619,0.003523129,0.4004426599,0.7297420502,0.0093957232,0.3475339413,0.7076252699,0.014730664,0.3078735173,0.7206659317,0.0205215383,0.3224904537,0.6791396141,0.010701566,0.2893078625,0.5747392178,0.020497391,0.2675640583,0.5220308304,0.0263894759,0.2469170988,0.4822027981,0.0311335381,0.2705094218,0.7227501869,0.0106547019,0.2266820967,0.6454912424,0.0271607656,0.1948586404,0.6020127535,0.0321251228,0.1699741483,0.5754897594,0.034409631,0.2400293052,0.7789236903,0.0117584141,0.2426053584,0.7349160314,0.024654571,0.2698203623,0.7491691709,0.0246292092,0.2900142372,0.7783641219,0.025840804,0.2232979983,0.8351379633,0.0128621403,0.235948652,0.8023266792,0.0268427227,0.2581116855,0.8078668118,0.0345767252,0.275744468,0.8258841038,0.0423476882,peace sign
0.3500962555,0.9495044351,0.0000006631,0.3699812293,0.8337239623,0.0008912064,0.3527986109,0.7424405813,0.0064254194,0.3003679216,0.7285630107,0.0116473688,0.2609183192,0.747174263,0.0171124917,0.2678254843,0.6962316632,0.0131267058,0.2407023758,0.5995580554,0.0243990943,0.2221736908,0.5496560931,0.0308839772,0.2025844306,0.5131146908,0.0353004411,0.2193619609,0.7385218143,0.0140770534,0.185403347,0.6718140841,0.0305824075,0.160574466,0.636100173,0.0349949077,0.1388795674,0.6163024306,0.0364582948,0.1912899911,0.7927127481,0.0155928507,0.1970369965,0.7582821846,0.0262049958,0.2244545966,0.7750296593,0.0248777792,0.2431416363,0.8034899831,0.0252796467,0.1750458777,0.8468726277,0.0171847194,0.1840294302,0.8213743567,0.0286095086,0.2051938027,0.8286560774,0.0349676833,0.2220080793,0.8477091789,0.0416358635,peace sign
0.4363835454,0.5690513849,0.0000003677,0.4566015601,0.4898189008,0.0148085468,0.4291074872,0.4294149876,0.0281509589,0.3936446309,0.4110780358,0.0378337465,0.363779664,0.4233542085,0.0460329168,0.3928148448,0.3771715462,0.0262499116,0.3779146373,0.3250307143,0.0400013812,0.3660637438,0.2890715897,0.0466690287,0.3568197191,0.2651171684,0.0512120724,0.3502283096,0.3979016542,0.02236595,0.3167789578,0.3660697639,0.0418017246,0.2964218259,0.3442771435,0.0472804382,0.2823780775,0.3344417214,0.0499783792,0.3215548992,0.4377331734,0.0197607633,0.3157808483,0.4461121559,0.0353446342,0.3364382684,0.4628199339,0.0344514139,0.3543868363,0.4810961485,0.0335241109,0.3008298874,0.481553942,0.0181693155,0.2980162501,0.4860180616,0.031346485,0.3154082596,0.4981616437,0.0371343046,0.3321880996,0.5125011802,0.0421390273,peace sign
0.6271819472,0.5064539909,-0.0000000654,0.6240596175,0.4194338024,0.0260208063,0.5869289041,0.3685707152,0.0380221121,0.5489469767,0.3623716533,0.043433927,0.5191986561,0.3887957931,0.045630943,0.5670768023,0.3244360089,0.0279465299,0.532006979,0.2923167944,0.0385095552,0.5125926733,0.2686958313,0.0429742225,0.4985629022,0.2452612519,0.0431086756,0.5344783068,0.349203825,0.0163228847,0.4856422544,0.3747785687,0.0274899323,0.4839158058,0.4020657539,0.0293172915,0.492444098,0.417245537,0.027633369,0.5114727616,0.3881412148,0.007650543,0.4767608047,0.4116145074,0.0181249958,0.4859936237,0.431568712,0.0207318682,0.50012815,0.4399116337,0.0187558327,0.4952855408,0.4296503365,0.0012169189,0.4773491025,0.4307389259,0.0115074068,0.4879764915,0.4350325465,0.0186680891,0.4991185665,0.4344038069,0.0222824998,peace sign
0.8099880219,0.5397568345,0.0000002436,0.8030205369,0.4643969536,0.0288887732,0.773860693,0.4148927927,0.0374147445,0.7374392152,0.4004980028,0.0363861844,0.7058423758,0.4055980146,0.0343628787,0.764955759,0.3629428148,0.0370548554,0.7344278097,0.3086574078,0.0425640605,0.7192782164,0.2768572271,0.0470666848,0.7097284198,0.2491948456,0.0500901304,0.7428981662,0.3629741967,0.0191640668,0.682990849,0.3167769015,0.0253622681,0.6512832642,0.2897465825,0.0297280103,0.629014492,0.2689117193,0.0325874537,0.7231978774,0.3798276782,0.0022352359,0.6578409076,0.3908118606,0.0054503209,0.6678873897,0.438028425,0.0082301889,0.6871688962,0.4671975374,0.0107298233,0.7050458789,0.4107678533,-0.0131833078,0.6572875381,0.4408390224,-0.0112627717,0.6673769355,0.4826968908,-0.0071265385,0.6856669784,0.509149909,-0.0030936354,peace sign
0.6594690084,0.9021504521,0.0000004354,0.6630846262,0.7710568905,0.0818144381,0.6226732731,0.6927306056,0.1179809347,0.5684890747,0.6464871764,0.1434073299,0.5272800326,0.6386713982,0.1695365459,0.5766544342,0.6190892458,0.0475553907,0.5326732993,0.5049913526,0.0604131408,0.5111925006,0.4397061169,0.0689067692,0.4928527474,0.3922459483,0.0766201392,0.5266368985,0.6555882096,0.0266690981,0.4510387182,0.5630476475,0.0438112319,0.4129161537,0.5084848404,0.0628452227,0.3874971271,0.4819967449,0.0764679462,0.4858939052,0.7114893198,0.0165050067,0.4271772206,0.6552520394,0.0654550493,0.4414146543,0.6564912796,0.110690169,0.4603026509,0.6734681726,0.1374095082,0.4626978636,0.7771780491,0.0107503729,0.437728405,0.7317327857,0.0705447942,0.451467067,0.7366227508,0.1156447902,0.4704847336,0.7537789941,0.1473791599,peace sign
0.6847757697,0.8115285635,0.0000006023,0.6836127639,0.6757723093,0.0319770835,0.6316584349,0.5951092243,0.045038905,0.5695649981,0.5736115575,0.0506174378,0.5239289999,0.5857830644,0.0545466468,0.6080448627,0.5309089422,0.0287221298,0.5622395277,0.4270453155,0.0336115249,0.5404120088,0.367170155,0.0353917256,0.5245005488,0.3210523725,0.0385094248,0.5577703118,0.5702449679,0.0147622135,0.4807962179,0.4828124046,0.0268401187,0.4358436465,0.4322644174,0.0310030077,0.4029362202,0.3979349136,0.0328001082,0.5209342241,0.6247660518,0.0045312354,0.4684806764,0.5872523785,0.0197242554,0.4904667735,0.6068880558,0.0277856644,0.5157023668,0.6362943053,0.0333248712,0.4982774854,0.6847615838,-0.0036483528,0.467731297,0.6538588405,0.0151438927,0.4867189527,0.6722838879,0.0325421132,0.5094109178,0.6980462074,0.0462501831,peace sign
0.9436130524,0.495798856,0.0000002396,0.924721539,0.3856694698,0.0836305544,0.8822008371,0.3110148311,0.114438042,0.833362639,0.2655448318,0.1225827336,0.7933555245,0.2530421019,0.1295185536,0.8721508384,0.2290236801,0.1017366946,0.8254712224,0.1428237259,0.1212355867,0.8065770268,0.0917327702,0.1315526068,0.7928371429,0.045098722,0.1354192644,0.8530501127,0.2278436422,0.0564055666,0.7660698891,0.1502263397,0.0705579817,0.7168940306,0.0981552303,0.0720179975,0.6865013838,0.0636851192,0.069626689,0.8320966363,0.2524933815,0.0153452698,0.7297032475,0.2449950874,0.0389668643,0.7398273945,0.3156676292,0.0531552769,0.7639377117,0.3454419672,0.05760739,0.8111761212,0.2942923307,-0.0215209443,0.7292824388,0.3160606623,0.002462602,0.7423940897,0.3715153933,0.0169707965,0.7691354752,0.3961200118,0.0237695165,peace sign
0.4419998527,0.5001598001,0.000000638,0.4139755666,0.3771072328,0.026471721,0.3561425507,0.3237919509,0.0373025462,0.3021775484,0.3276098371,0.0418703072,0.265769124,0.3608941138,0.045581501,0.3058642447,0.2798176408,0.0210967883,0.2514424026,0.1993491948,0.0208497457,0.2177360058,0.1498152465,0.0211829431,0.1926668733,0.1127785444,0.0237589702,0.2619123757,0.3301733732,0.0099958749,0.1808507442,0.2984488606,0.0132730789,0.1333806515,0.2740552425,0.0163982846,0.1006763428,0.2549650371,0.020151576,0.2379924655,0.3931928277,0.0020135529,0.2108540833,0.3993774951,0.012308199,0.2395430952,0.4060074091,0.0192211308,0.2667793036,0.4164016247,0.0264247023,0.2292043269,0.4600180387,-0.0045848219,0.2264319807,0.4636622071,0.0144607099,0.2490473688,0.4715299904,0.0301793609,0.2715115249,0.4803530574,0.0436939597,peace sign
